Quarter,Region,State,Purpose,Trips
2012 Q1,Central Coast,New South Wales,Visiting,130.6224556
2012 Q2,Central Coast,New South Wales,Visiting,116.1523301
2012 Q3,Central Coast,New South Wales,Visiting,145.6053725
2012 Q4,Central Coast,New South Wales,Visiting,167.8812291
2013 Q1,Central Coast,New South Wales,Visiting,112.6909601
2013 Q2,Central Coast,New South Wales,Visiting,137.2028855
2013 Q3,Central Coast,New South Wales,Visiting,123.9588068
2013 Q4,Central Coast,New South Wales,Visiting,178.7401922
2014 Q1,Central Coast,New South Wales,Visiting,173.2849041
2014 Q2,Central Coast,New South Wales,Visiting,145.522255
2014 Q3,Central Coast,New South Wales,Visiting,111.6009808
2014 Q4,Central Coast,New South Wales,Visiting,128.1736764
2015 Q1,Central Coast,New South Wales,Visiting,173.1740967
2015 Q2,Central Coast,New South Wales,Visiting,109.8618617
2015 Q3,Central Coast,New South Wales,Visiting,130.3073259
2015 Q4,Central Coast,New South Wales,Visiting,162.4158851
2016 Q1,Central Coast,New South Wales,Visiting,173.9030649
2016 Q2,Central Coast,New South Wales,Visiting,122.7045932
2016 Q3,Central Coast,New South Wales,Visiting,129.2991309
2016 Q4,Central Coast,New South Wales,Visiting,187.4675287
2017 Q1,Central Coast,New South Wales,Visiting,181.148927
2017 Q2,Central Coast,New South Wales,Visiting,114.7118476
2017 Q3,Central Coast,New South Wales,Visiting,104.5900882
2017 Q4,Central Coast,New South Wales,Visiting,217.4380588
1998 Q1,Central Highlands,Victoria,Business,4.838424
1998 Q2,Central Highlands,Victoria,Business,13.8152701
1998 Q3,Central Highlands,Victoria,Business,24.5621602
1998 Q4,Central Highlands,Victoria,Business,13.1619497
1999 Q1,Central Highlands,Victoria,Business,8.5671408
1999 Q2,Central Highlands,Victoria,Business,7.5784854
1999 Q3,Central Highlands,Victoria,Business,6.8690954
1999 Q4,Central Highlands,Victoria,Business,14.5736717
2000 Q1,Central Highlands,Victoria,Business,6.3890809
2000 Q2,Central Highlands,Victoria,Business,11.3235951
2000 Q3,Central Highlands,Victoria,Business,20.4320754
2000 Q4,Central Highlands,Victoria,Business,8.1967427
2001 Q1,Central Highlands,Victoria,Business,2.9331966
2001 Q2,Central Highlands,Victoria,Business,16.4398405
2001 Q3,Central Highlands,Victoria,Business,0
2001 Q4,Central Highlands,Victoria,Business,1.7102683
2002 Q1,Central Highlands,Victoria,Business,6.9160595
2002 Q2,Central Highlands,Victoria,Business,6.4635789
2002 Q3,Central Highlands,Victoria,Business,11.5396858
2002 Q4,Central Highlands,Victoria,Business,4.9475885
2003 Q1,Central Highlands,Victoria,Business,4.1681687
2003 Q2,Central Highlands,Victoria,Business,3.5215964
2003 Q3,Central Highlands,Victoria,Business,9.6153589
2003 Q4,Central Highlands,Victoria,Business,3.1363343
2004 Q1,Central Highlands,Victoria,Business,3.561821
2004 Q2,Central Highlands,Victoria,Business,13.9503874
2004 Q3,Central Highlands,Victoria,Business,18.2869755
2004 Q4,Central Highlands,Victoria,Business,2.3701071
2005 Q1,Central Highlands,Victoria,Business,9.0823697
2005 Q2,Central Highlands,Victoria,Business,6.4393647
2005 Q3,Central Highlands,Victoria,Business,0
2005 Q4,Central Highlands,Victoria,Business,8.1177835
2006 Q1,Central Highlands,Victoria,Business,7.313375
2006 Q2,Central Highlands,Victoria,Business,8.002362
2006 Q3,Central Highlands,Victoria,Business,7.831055
2006 Q4,Central Highlands,Victoria,Business,6.242728
2007 Q1,Central Highlands,Victoria,Business,6.7759074
2007 Q2,Central Highlands,Victoria,Business,6.1407649
2007 Q3,Central Highlands,Victoria,Business,1.8018892
2007 Q4,Central Highlands,Victoria,Business,16.7673853
2008 Q1,Central Highlands,Victoria,Business,6.8301961
2008 Q2,Central Highlands,Victoria,Business,12.5051992
2008 Q3,Central Highlands,Victoria,Business,13.1940906
2008 Q4,Central Highlands,Victoria,Business,0.3098221
2009 Q1,Central Highlands,Victoria,Business,0
2009 Q2,Central Highlands,Victoria,Business,0
2009 Q3,Central Highlands,Victoria,Business,3.8396476
2009 Q4,Central Highlands,Victoria,Business,1.7308557
2010 Q1,Central Highlands,Victoria,Business,2.353678
2010 Q2,Central Highlands,Victoria,Business,1.4359522
2010 Q3,Central Highlands,Victoria,Business,8.0867808
2010 Q4,Central Highlands,Victoria,Business,0
2011 Q1,Central Highlands,Victoria,Business,0
2011 Q2,Central Highlands,Victoria,Business,13.0106697
2011 Q3,Central Highlands,Victoria,Business,24.9758079
2011 Q4,Central Highlands,Victoria,Business,2.1310203
2012 Q1,Central Highlands,Victoria,Business,15.8230191
2012 Q2,Central Highlands,Victoria,Business,3.8794233
2012 Q3,Central Highlands,Victoria,Business,14.580343
2012 Q4,Central Highlands,Victoria,Business,1.4697081
2013 Q1,Central Highlands,Victoria,Business,11.0769868
2013 Q2,Central Highlands,Victoria,Business,10.5940031
2013 Q3,Central Highlands,Victoria,Business,7.9214038
2013 Q4,Central Highlands,Victoria,Business,7.548696
2014 Q1,Central Highlands,Victoria,Business,5.7556231
2014 Q2,Central Highlands,Victoria,Business,26.024694
2014 Q3,Central Highlands,Victoria,Business,3.8080528
2014 Q4,Central Highlands,Victoria,Business,2.9956866
2015 Q1,Central Highlands,Victoria,Business,2.2257265
2015 Q2,Central Highlands,Victoria,Business,14.7438786
2015 Q3,Central Highlands,Victoria,Business,18.6670977
2015 Q4,Central Highlands,Victoria,Business,6.8796927
2016 Q1,Central Highlands,Victoria,Business,10.6576903
2016 Q2,Central Highlands,Victoria,Business,9.2834046
2016 Q3,Central Highlands,Victoria,Business,22.657536
2016 Q4,Central Highlands,Victoria,Business,11.3036762
2017 Q1,Central Highlands,Victoria,Business,15.4248448
2017 Q2,Central Highlands,Victoria,Business,23.4842802
2017 Q3,Central Highlands,Victoria,Business,18.9336285
2017 Q4,Central Highlands,Victoria,Business,19.2065586
1998 Q1,Central Highlands,Victoria,Holiday,33.4858767
1998 Q2,Central Highlands,Victoria,Holiday,70.6226797
1998 Q3,Central Highlands,Victoria,Holiday,57.6739491
1998 Q4,Central Highlands,Victoria,Holiday,99.6268096
1999 Q1,Central Highlands,Victoria,Holiday,62.8895867
1999 Q2,Central Highlands,Victoria,Holiday,76.7228462
1999 Q3,Central Highlands,Victoria,Holiday,75.8774895
1999 Q4,Central Highlands,Victoria,Holiday,69.5942005
2000 Q1,Central Highlands,Victoria,Holiday,50.7023651
2000 Q2,Central Highlands,Victoria,Holiday,73.6686239
2000 Q3,Central Highlands,Victoria,Holiday,49.0732936
2000 Q4,Central Highlands,Victoria,Holiday,57.0376166
2001 Q1,Central Highlands,Victoria,Holiday,58.2956827
2001 Q2,Central Highlands,Victoria,Holiday,63.3066871
2001 Q3,Central Highlands,Victoria,Holiday,51.892486
2001 Q4,Central Highlands,Victoria,Holiday,72.1216052
2002 Q1,Central Highlands,Victoria,Holiday,67.8169036
2002 Q2,Central Highlands,Victoria,Holiday,54.883131
2002 Q3,Central Highlands,Victoria,Holiday,28.2199577
2002 Q4,Central Highlands,Victoria,Holiday,74.1731884
2003 Q1,Central Highlands,Victoria,Holiday,60.018513
2003 Q2,Central Highlands,Victoria,Holiday,85.060157
2003 Q3,Central Highlands,Victoria,Holiday,35.5816152
2003 Q4,Central Highlands,Victoria,Holiday,63.0969019
2004 Q1,Central Highlands,Victoria,Holiday,46.5548987
2004 Q2,Central Highlands,Victoria,Holiday,59.2526523
2004 Q3,Central Highlands,Victoria,Holiday,53.1124004
2004 Q4,Central Highlands,Victoria,Holiday,58.2543537
2005 Q1,Central Highlands,Victoria,Holiday,84.4697239
2005 Q2,Central Highlands,Victoria,Holiday,45.7313216
2005 Q3,Central Highlands,Victoria,Holiday,36.0670754
2005 Q4,Central Highlands,Victoria,Holiday,59.8215957
2006 Q1,Central Highlands,Victoria,Holiday,33.885685
2006 Q2,Central Highlands,Victoria,Holiday,55.279005
2006 Q3,Central Highlands,Victoria,Holiday,24.381499
2006 Q4,Central Highlands,Victoria,Holiday,37.943635
2007 Q1,Central Highlands,Victoria,Holiday,64.7388857
2007 Q2,Central Highlands,Victoria,Holiday,47.3258153
2007 Q3,Central Highlands,Victoria,Holiday,44.6031728
2007 Q4,Central Highlands,Victoria,Holiday,35.2934662
2008 Q1,Central Highlands,Victoria,Holiday,52.4412938
2008 Q2,Central Highlands,Victoria,Holiday,33.3575396
2008 Q3,Central Highlands,Victoria,Holiday,25.8327478
2008 Q4,Central Highlands,Victoria,Holiday,57.3231061
2009 Q1,Central Highlands,Victoria,Holiday,53.1417106
2009 Q2,Central Highlands,Victoria,Holiday,67.3904061
2009 Q3,Central Highlands,Victoria,Holiday,57.7505701
2009 Q4,Central Highlands,Victoria,Holiday,44.4255509
2010 Q1,Central Highlands,Victoria,Holiday,31.8460368
2010 Q2,Central Highlands,Victoria,Holiday,45.4804894
2010 Q3,Central Highlands,Victoria,Holiday,30.8091316
2010 Q4,Central Highlands,Victoria,Holiday,53.0124492
2011 Q1,Central Highlands,Victoria,Holiday,53.1022307
2011 Q2,Central Highlands,Victoria,Holiday,51.7229895
2011 Q3,Central Highlands,Victoria,Holiday,33.3820672
2011 Q4,Central Highlands,Victoria,Holiday,46.1035821
2012 Q1,Central Highlands,Victoria,Holiday,35.5032406
2012 Q2,Central Highlands,Victoria,Holiday,60.8909102
2012 Q3,Central Highlands,Victoria,Holiday,29.1857827
2012 Q4,Central Highlands,Victoria,Holiday,63.618279
2013 Q1,Central Highlands,Victoria,Holiday,45.1396103
2013 Q2,Central Highlands,Victoria,Holiday,54.7605699
2013 Q3,Central Highlands,Victoria,Holiday,36.2326983
2013 Q4,Central Highlands,Victoria,Holiday,68.7409782
2014 Q1,Central Highlands,Victoria,Holiday,52.6950603
2014 Q2,Central Highlands,Victoria,Holiday,44.4240716
2014 Q3,Central Highlands,Victoria,Holiday,31.5446309
2014 Q4,Central Highlands,Victoria,Holiday,73.25857
2015 Q1,Central Highlands,Victoria,Holiday,52.8653517
2015 Q2,Central Highlands,Victoria,Holiday,57.6482556
2015 Q3,Central Highlands,Victoria,Holiday,49.5671406
2015 Q4,Central Highlands,Victoria,Holiday,61.9158427
2016 Q1,Central Highlands,Victoria,Holiday,92.0137073
2016 Q2,Central Highlands,Victoria,Holiday,48.9261691
2016 Q3,Central Highlands,Victoria,Holiday,34.4127293
2016 Q4,Central Highlands,Victoria,Holiday,50.5571053
2017 Q1,Central Highlands,Victoria,Holiday,81.2351605
2017 Q2,Central Highlands,Victoria,Holiday,63.8322031
2017 Q3,Central Highlands,Victoria,Holiday,58.8716176
2017 Q4,Central Highlands,Victoria,Holiday,80.6081764
1998 Q1,Central Highlands,Victoria,Other,3.4791648
1998 Q2,Central Highlands,Victoria,Other,0
1998 Q3,Central Highlands,Victoria,Other,0
1998 Q4,Central Highlands,Victoria,Other,0
1999 Q1,Central Highlands,Victoria,Other,2.920104
1999 Q2,Central Highlands,Victoria,Other,0
1999 Q3,Central Highlands,Victoria,Other,0
1999 Q4,Central Highlands,Victoria,Other,12.611308
2000 Q1,Central Highlands,Victoria,Other,5.5486735
2000 Q2,Central Highlands,Victoria,Other,7.9331622
2000 Q3,Central Highlands,Victoria,Other,0
2000 Q4,Central Highlands,Victoria,Other,7.5947046
2001 Q1,Central Highlands,Victoria,Other,4.615782
2001 Q2,Central Highlands,Victoria,Other,2.8749338
2001 Q3,Central Highlands,Victoria,Other,6.6065605
2001 Q4,Central Highlands,Victoria,Other,0
2002 Q1,Central Highlands,Victoria,Other,0
2002 Q2,Central Highlands,Victoria,Other,2.7770021
2002 Q3,Central Highlands,Victoria,Other,2.9128383
2002 Q4,Central Highlands,Victoria,Other,7.2772984
2003 Q1,Central Highlands,Victoria,Other,0
2003 Q2,Central Highlands,Victoria,Other,0
2003 Q3,Central Highlands,Victoria,Other,5.075156
2003 Q4,Central Highlands,Victoria,Other,4.4634578
2004 Q1,Central Highlands,Victoria,Other,3.7548292
2004 Q2,Central Highlands,Victoria,Other,4.6434643
2004 Q3,Central Highlands,Victoria,Other,3.9078108
2004 Q4,Central Highlands,Victoria,Other,0
2005 Q1,Central Highlands,Victoria,Other,5.4370685
2005 Q2,Central Highlands,Victoria,Other,3.8133927
2005 Q3,Central Highlands,Victoria,Other,0.9394042
2005 Q4,Central Highlands,Victoria,Other,2.7379572
2006 Q1,Central Highlands,Victoria,Other,3.333111
2006 Q2,Central Highlands,Victoria,Other,3.382135
2006 Q3,Central Highlands,Victoria,Other,12.112275
2006 Q4,Central Highlands,Victoria,Other,4.484168
2007 Q1,Central Highlands,Victoria,Other,5.8862332
2007 Q2,Central Highlands,Victoria,Other,0
2007 Q3,Central Highlands,Victoria,Other,3.265434
2007 Q4,Central Highlands,Victoria,Other,0.726891
2008 Q1,Central Highlands,Victoria,Other,4.339686
2008 Q2,Central Highlands,Victoria,Other,0
2008 Q3,Central Highlands,Victoria,Other,0
2008 Q4,Central Highlands,Victoria,Other,0
2009 Q1,Central Highlands,Victoria,Other,0
2009 Q2,Central Highlands,Victoria,Other,0
2009 Q3,Central Highlands,Victoria,Other,0
2009 Q4,Central Highlands,Victoria,Other,0
2010 Q1,Central Highlands,Victoria,Other,8.1254836
2010 Q2,Central Highlands,Victoria,Other,3.143304
2010 Q3,Central Highlands,Victoria,Other,0
2010 Q4,Central Highlands,Victoria,Other,0.9017276
2011 Q1,Central Highlands,Victoria,Other,0
2011 Q2,Central Highlands,Victoria,Other,2.0689373
2011 Q3,Central Highlands,Victoria,Other,0
2011 Q4,Central Highlands,Victoria,Other,3.0881495
2012 Q1,Central Highlands,Victoria,Other,0
2012 Q2,Central Highlands,Victoria,Other,1.8103531
2012 Q3,Central Highlands,Victoria,Other,0
2012 Q4,Central Highlands,Victoria,Other,6.375495
2013 Q1,Central Highlands,Victoria,Other,0
2013 Q2,Central Highlands,Victoria,Other,0.7606467
2013 Q3,Central Highlands,Victoria,Other,2.2982338
2013 Q4,Central Highlands,Victoria,Other,5.2373207
2014 Q1,Central Highlands,Victoria,Other,0
2014 Q2,Central Highlands,Victoria,Other,2.4600576
2014 Q3,Central Highlands,Victoria,Other,0
2014 Q4,Central Highlands,Victoria,Other,0
2015 Q1,Central Highlands,Victoria,Other,3.4122067
2015 Q2,Central Highlands,Victoria,Other,3.0363468
2015 Q3,Central Highlands,Victoria,Other,0
2015 Q4,Central Highlands,Victoria,Other,1.3473521
2016 Q1,Central Highlands,Victoria,Other,1.1590734
2016 Q2,Central Highlands,Victoria,Other,4.5288892
2016 Q3,Central Highlands,Victoria,Other,2.5709365
2016 Q4,Central Highlands,Victoria,Other,1.2850704
2017 Q1,Central Highlands,Victoria,Other,0
2017 Q2,Central Highlands,Victoria,Other,0.8774975
2017 Q3,Central Highlands,Victoria,Other,5.3975421
2017 Q4,Central Highlands,Victoria,Other,6.7221047
1998 Q1,Central Highlands,Victoria,Visiting,47.1038602
1998 Q2,Central Highlands,Victoria,Visiting,20.7197809
1998 Q3,Central Highlands,Victoria,Visiting,16.5208658
1998 Q4,Central Highlands,Victoria,Visiting,31.6177882
1999 Q1,Central Highlands,Victoria,Visiting,27.9312322
1999 Q2,Central Highlands,Victoria,Visiting,23.0341716
1999 Q3,Central Highlands,Victoria,Visiting,21.8268014
1999 Q4,Central Highlands,Victoria,Visiting,32.5562726
2000 Q1,Central Highlands,Victoria,Visiting,23.1448663
2000 Q2,Central Highlands,Victoria,Visiting,29.6936509
2000 Q3,Central Highlands,Victoria,Visiting,25.4627161
2000 Q4,Central Highlands,Victoria,Visiting,23.3810137
2001 Q1,Central Highlands,Victoria,Visiting,28.6481198
2001 Q2,Central Highlands,Victoria,Visiting,16.8649927
2001 Q3,Central Highlands,Victoria,Visiting,18.25475
2001 Q4,Central Highlands,Victoria,Visiting,21.5874119
2002 Q1,Central Highlands,Victoria,Visiting,33.4063538
2002 Q2,Central Highlands,Victoria,Visiting,9.5424414
2002 Q3,Central Highlands,Victoria,Visiting,13.5210949
2002 Q4,Central Highlands,Victoria,Visiting,29.1377421
2003 Q1,Central Highlands,Victoria,Visiting,36.276087
2003 Q2,Central Highlands,Victoria,Visiting,46.1634214
2003 Q3,Central Highlands,Victoria,Visiting,10.6666372
2003 Q4,Central Highlands,Victoria,Visiting,15.1792242
2004 Q1,Central Highlands,Victoria,Visiting,54.9225361
2004 Q2,Central Highlands,Victoria,Visiting,39.9308435
2004 Q3,Central Highlands,Victoria,Visiting,10.2076199
2004 Q4,Central Highlands,Victoria,Visiting,17.8707949
2005 Q1,Central Highlands,Victoria,Visiting,7.1501236
2005 Q2,Central Highlands,Victoria,Visiting,26.5375058
2005 Q3,Central Highlands,Victoria,Visiting,16.9624041
2005 Q4,Central Highlands,Victoria,Visiting,15.098669
2006 Q1,Central Highlands,Victoria,Visiting,30.023392
2006 Q2,Central Highlands,Victoria,Visiting,20.238457
2006 Q3,Central Highlands,Victoria,Visiting,22.984265
2006 Q4,Central Highlands,Victoria,Visiting,25.016304
2007 Q1,Central Highlands,Victoria,Visiting,21.8536593
2007 Q2,Central Highlands,Victoria,Visiting,25.2519095
2007 Q3,Central Highlands,Victoria,Visiting,8.9459913
2007 Q4,Central Highlands,Victoria,Visiting,19.7210707
2008 Q1,Central Highlands,Victoria,Visiting,11.4400652
2008 Q2,Central Highlands,Victoria,Visiting,6.422707
2008 Q3,Central Highlands,Victoria,Visiting,15.518459
2008 Q4,Central Highlands,Victoria,Visiting,26.1939023
2009 Q1,Central Highlands,Victoria,Visiting,18.7841332
2009 Q2,Central Highlands,Victoria,Visiting,27.4359085
2009 Q3,Central Highlands,Victoria,Visiting,27.2945941
2009 Q4,Central Highlands,Victoria,Visiting,10.8045442
2010 Q1,Central Highlands,Victoria,Visiting,6.0902739
2010 Q2,Central Highlands,Victoria,Visiting,9.2090494
2010 Q3,Central Highlands,Victoria,Visiting,6.0636517
2010 Q4,Central Highlands,Victoria,Visiting,16.9823869
2011 Q1,Central Highlands,Victoria,Visiting,21.4126517
2011 Q2,Central Highlands,Victoria,Visiting,11.1425488
2011 Q3,Central Highlands,Victoria,Visiting,28.9509266
2011 Q4,Central Highlands,Victoria,Visiting,18.9477946
2012 Q1,Central Highlands,Victoria,Visiting,16.9898459
2012 Q2,Central Highlands,Victoria,Visiting,21.7439551
2012 Q3,Central Highlands,Victoria,Visiting,31.7963992
2012 Q4,Central Highlands,Victoria,Visiting,14.1596655
2013 Q1,Central Highlands,Victoria,Visiting,30.339825
