Week,Airports,Class,Passengers
1990 W43,MEL-OOL,Business,71
1990 W44,MEL-OOL,Business,71
1990 W45,MEL-OOL,Business,60
1990 W46,MEL-OOL,Business,31
1990 W47,MEL-OOL,Business,27
1990 W48,MEL-OOL,Business,55
1990 W49,MEL-OOL,Business,41
1990 W50,MEL-OOL,Business,62
1990 W51,MEL-OOL,Business,50
1990 W52,MEL-OOL,Business,117
1991 W01,MEL-OOL,Business,45
1991 W02,MEL-OOL,Business,61
1991 W03,MEL-OOL,Business,51
1991 W04,MEL-OOL,Business,40
1991 W05,MEL-OOL,Business,30
1991 W06,MEL-OOL,Business,19
1991 W07,MEL-OOL,Business,30
1991 W08,MEL-OOL,Business,38
1991 W09,MEL-OOL,Business,45
1991 W10,MEL-OOL,Business,62
1991 W11,MEL-OOL,Business,38
1991 W12,MEL-OOL,Business,66
1991 W13,MEL-OOL,Business,55
1991 W14,MEL-OOL,Business,47
1991 W15,MEL-OOL,Business,50
1991 W16,MEL-OOL,Business,27
1991 W17,MEL-OOL,Business,41
1991 W18,MEL-OOL,Business,44
1991 W19,MEL-OOL,Business,30
1991 W20,MEL-OOL,Business,51
1991 W21,MEL-OOL,Business,29
1991 W22,MEL-OOL,Business,53
1991 W23,MEL-OOL,Business,50
1991 W24,MEL-OOL,Business,30
1991 W25,MEL-OOL,Business,25
1991 W26,MEL-OOL,Business,43
1991 W27,MEL-OOL,Business,56
1991 W28,MEL-OOL,Business,33
1991 W29,MEL-OOL,Business,42
1991 W30,MEL-OOL,Business,50
1991 W31,MEL-OOL,Business,36
1991 W32,MEL-OOL,Business,24
1991 W33,MEL-OOL,Business,14
1991 W34,MEL-OOL,Business,30
1991 W35,MEL-OOL,Business,36
1991 W36,MEL-OOL,Business,25
1991 W37,MEL-OOL,Business,36
1991 W38,MEL-OOL,Business,76
1991 W39,MEL-OOL,Business,53
1991 W40,MEL-OOL,Business,78
1991 W41,MEL-OOL,Business,59
1991 W42,MEL-OOL,Business,60
1991 W43,MEL-OOL,Business,57
1991 W44,MEL-OOL,Business,27
1991 W45,MEL-OOL,Business,52
1991 W46,MEL-OOL,Business,34
1991 W47,MEL-OOL,Business,42
1991 W48,MEL-OOL,Business,20
1991 W49,MEL-OOL,Business,27
1991 W50,MEL-OOL,Business,32
1991 W51,MEL-OOL,Business,49
1991 W52,MEL-OOL,Business,57
1992 W01,MEL-OOL,Business,41
1992 W02,MEL-OOL,Business,53
1992 W03,MEL-OOL,Business,37
1992 W04,MEL-OOL,Business,31
1992 W05,MEL-OOL,Business,25
1992 W06,MEL-OOL,Business,31
1992 W07,MEL-OOL,Business,35
1992 W08,MEL-OOL,Business,15
1992 W09,MEL-OOL,Business,42
1992 W10,MEL-OOL,Business,30
1992 W11,MEL-OOL,Business,91
1992 W12,MEL-OOL,Business,95
1992 W13,MEL-OOL,Business,125
1992 W14,MEL-OOL,Business,208
1992 W15,MEL-OOL,Business,251
1992 W16,MEL-OOL,Business,241
1992 W17,MEL-OOL,Business,140
1992 W18,MEL-OOL,Business,80
1992 W19,MEL-OOL,Business,100
1992 W20,MEL-OOL,Business,117
1992 W21,MEL-OOL,Business,150
1992 W22,MEL-OOL,Business,220
1992 W23,MEL-OOL,Business,161
1992 W24,MEL-OOL,Business,94
1992 W25,MEL-OOL,Business,66
1992 W26,MEL-OOL,Business,99
1992 W27,MEL-OOL,Business,182
1992 W28,MEL-OOL,Business,111
1992 W29,MEL-OOL,Business,105
1992 W30,MEL-OOL,Business,59
1992 W31,MEL-OOL,Business,49
1992 W32,MEL-OOL,Business,60
1992 W33,MEL-OOL,Business,82
1992 W34,MEL-OOL,Business,88
1992 W35,MEL-OOL,Business,63
1992 W36,MEL-OOL,Business,72
1992 W37,MEL-OOL,Business,75
1992 W38,MEL-OOL,Business,67
1992 W39,MEL-OOL,Business,70
1992 W40,MEL-OOL,Business,99
1992 W41,MEL-OOL,Business,95
1992 W42,MEL-OOL,Business,100
1992 W43,MEL-OOL,Business,56
1992 W44,MEL-OOL,Business,69
1992 W45,MEL-OOL,Business,69
1992 W46,MEL-OOL,Business,70
1992 W47,MEL-OOL,Business,52
1987 W26,MEL-OOL,Economy,2472
1987 W27,MEL-OOL,Economy,2899
1987 W28,MEL-OOL,Economy,2639
1987 W29,MEL-OOL,Economy,1977
1987 W30,MEL-OOL,Economy,1988
1987 W31,MEL-OOL,Economy,1938
1987 W32,MEL-OOL,Economy,2205
1987 W33,MEL-OOL,Economy,2209
1987 W34,MEL-OOL,Economy,2626
1987 W35,MEL-OOL,Economy,2317
1987 W36,MEL-OOL,Economy,3174
1987 W37,MEL-OOL,Economy,5017
1987 W39,MEL-OOL,Economy,4128
1987 W40,MEL-OOL,Economy,3332
1987 W41,MEL-OOL,Economy,2697
1987 W42,MEL-OOL,Economy,2543
1987 W43,MEL-OOL,Economy,2665
1987 W44,MEL-OOL,Economy,2498
1987 W45,MEL-OOL,Economy,1985
1987 W46,MEL-OOL,Economy,1988
1987 W47,MEL-OOL,Economy,2216
1987 W48,MEL-OOL,Economy,1831
1987 W49,MEL-OOL,Economy,1640
1987 W50,MEL-OOL,Economy,1841
1987 W51,MEL-OOL,Economy,4072
1987 W52,MEL-OOL,Economy,3857
1987 W53,MEL-OOL,Economy,3307
1988 W01,MEL-OOL,Economy,4448
1988 W02,MEL-OOL,Economy,4029
1988 W03,MEL-OOL,Economy,2978
1988 W04,MEL-OOL,Economy,2218
1988 W05,MEL-OOL,Economy,2151
1988 W06,MEL-OOL,Economy,2181
1988 W07,MEL-OOL,Economy,1721
1988 W08,MEL-OOL,Economy,1821
1988 W09,MEL-OOL,Economy,1866
1988 W10,MEL-OOL,Economy,1582
1988 W11,MEL-OOL,Economy,1818
1988 W12,MEL-OOL,Economy,3020
1988 W13,MEL-OOL,Economy,2549
1988 W14,MEL-OOL,Economy,2232
1988 W15,MEL-OOL,Economy,1270
1988 W16,MEL-OOL,Economy,1638
1988 W17,MEL-OOL,Economy,1801
1988 W18,MEL-OOL,Economy,1777
1988 W19,MEL-OOL,Economy,1985
1988 W20,MEL-OOL,Economy,1824
1988 W21,MEL-OOL,Economy,1737
1988 W22,MEL-OOL,Economy,1810
1988 W23,MEL-OOL,Economy,1916
1988 W24,MEL-OOL,Economy,3293
1988 W25,MEL-OOL,Economy,3108
1988 W26,MEL-OOL,Economy,3656
1988 W27,MEL-OOL,Economy,3298
1988 W28,MEL-OOL,Economy,2824
1988 W29,MEL-OOL,Economy,2651
1988 W30,MEL-OOL,Economy,2749
1988 W31,MEL-OOL,Economy,2914
1988 W32,MEL-OOL,Economy,3162
1988 W33,MEL-OOL,Economy,3277
1988 W34,MEL-OOL,Economy,2943
1988 W35,MEL-OOL,Economy,4000
1988 W36,MEL-OOL,Economy,4835
1988 W37,MEL-OOL,Economy,4295
1988 W38,MEL-OOL,Economy,4207
1988 W39,MEL-OOL,Economy,3436
1988 W40,MEL-OOL,Economy,2615
1988 W41,MEL-OOL,Economy,2689
1988 W42,MEL-OOL,Economy,2309
1988 W43,MEL-OOL,Economy,1981
1988 W44,MEL-OOL,Economy,2101
1988 W45,MEL-OOL,Economy,1981
1988 W46,MEL-OOL,Economy,1854
1988 W47,MEL-OOL,Economy,1653
1988 W48,MEL-OOL,Economy,1501
1988 W49,MEL-OOL,Economy,1632
1988 W50,MEL-OOL,Economy,2851
1988 W51,MEL-OOL,Economy,3405
1988 W52,MEL-OOL,Economy,4212
1989 W01,MEL-OOL,Economy,4180
1989 W02,MEL-OOL,Economy,3747
1989 W03,MEL-OOL,Economy,2867
1989 W04,MEL-OOL,Economy,2181
1989 W05,MEL-OOL,Economy,1651
1989 W06,MEL-OOL,Economy,1777
1989 W07,MEL-OOL,Economy,1441
1989 W08,MEL-OOL,Economy,1575
1989 W09,MEL-OOL,Economy,1386
1989 W10,MEL-OOL,Economy,1755
1989 W11,MEL-OOL,Economy,2816
1989 W12,MEL-OOL,Economy,2553
1989 W13,MEL-OOL,Economy,2493
1989 W14,MEL-OOL,Economy,1725
1989 W15,MEL-OOL,Economy,1354
1989 W16,MEL-OOL,Economy,1149
1989 W17,MEL-OOL,Economy,1523
1989 W18,MEL-OOL,Economy,1143
1989 W19,MEL-OOL,Economy,1057
1989 W20,MEL-OOL,Economy,1281
1989 W21,MEL-OOL,Economy,1224
1989 W22,MEL-OOL,Economy,1535
1989 W23,MEL-OOL,Economy,1694
1989 W24,MEL-OOL,Economy,2107
1989 W25,MEL-OOL,Economy,2876
1989 W26,MEL-OOL,Economy,3432
1989 W27,MEL-OOL,Economy,2782
1989 W28,MEL-OOL,Economy,1856
1989 W29,MEL-OOL,Economy,1939
1989 W30,MEL-OOL,Economy,1754
1989 W31,MEL-OOL,Economy,1717
1989 W32,MEL-OOL,Economy,1858
1989 W33,MEL-OOL,Economy,855
1989 W34,MEL-OOL,Economy,0
1989 W35,MEL-OOL,Economy,0
1989 W36,MEL-OOL,Economy,0
1989 W37,MEL-OOL,Economy,0
1989 W38,MEL-OOL,Economy,0
1989 W39,MEL-OOL,Economy,0
1989 W40,MEL-OOL,Economy,0
1989 W41,MEL-OOL,Economy,0
1989 W42,MEL-OOL,Economy,0
1989 W43,MEL-OOL,Economy,0
1989 W44,MEL-OOL,Economy,0
1989 W45,MEL-OOL,Economy,0
1989 W46,MEL-OOL,Economy,0
1989 W47,MEL-OOL,Economy,186
1989 W48,MEL-OOL,Economy,548
1989 W49,MEL-OOL,Economy,840
1989 W50,MEL-OOL,Economy,2258
1989 W51,MEL-OOL,Economy,2415
1989 W52,MEL-OOL,Economy,2414
1990 W01,MEL-OOL,Economy,2887
1990 W02,MEL-OOL,Economy,2681
1990 W03,MEL-OOL,Economy,2536
1990 W04,MEL-OOL,Economy,1985
1990 W05,MEL-OOL,Economy,1414
1990 W06,MEL-OOL,Economy,1563
1990 W07,MEL-OOL,Economy,1354
1990 W08,MEL-OOL,Economy,1252
1990 W09,MEL-OOL,Economy,1479
1990 W10,MEL-OOL,Economy,1442
1990 W11,MEL-OOL,Economy,1654
1990 W12,MEL-OOL,Economy,1432
1990 W13,MEL-OOL,Economy,1635
1990 W14,MEL-OOL,Economy,2812
1990 W15,MEL-OOL,Economy,2419
1990 W16,MEL-OOL,Economy,2134
1990 W17,MEL-OOL,Economy,1871
1990 W18,MEL-OOL,Economy,1429
1990 W19,MEL-OOL,Economy,1465
1990 W20,MEL-OOL,Economy,1416
1990 W21,MEL-OOL,Economy,1485
1990 W22,MEL-OOL,Economy,1455
1990 W23,MEL-OOL,Economy,1525
1990 W24,MEL-OOL,Economy,1413
1990 W25,MEL-OOL,Economy,1743
1990 W26,MEL-OOL,Economy,2020
1990 W27,MEL-OOL,Economy,2482
1990 W28,MEL-OOL,Economy,2563
1990 W29,MEL-OOL,Economy,2281
1990 W30,MEL-OOL,Economy,1767
1990 W31,MEL-OOL,Economy,1792
1990 W32,MEL-OOL,Economy,2085
1990 W33,MEL-OOL,Economy,1848
1990 W34,MEL-OOL,Economy,1570
1990 W35,MEL-OOL,Economy,1971
1990 W36,MEL-OOL,Economy,2306
1990 W37,MEL-OOL,Economy,3369
1990 W38,MEL-OOL,Economy,2621
1990 W39,MEL-OOL,Economy,3714
1990 W40,MEL-OOL,Economy,2863
1990 W41,MEL-OOL,Economy,2007
1990 W42,MEL-OOL,Economy,1769
1990 W43,MEL-OOL,Economy,1919
1990 W44,MEL-OOL,Economy,1734
1990 W45,MEL-OOL,Economy,1712
1990 W46,MEL-OOL,Economy,1772
1990 W47,MEL-OOL,Economy,1601
1990 W48,MEL-OOL,Economy,1586
1990 W49,MEL-OOL,Economy,1795
1990 W50,MEL-OOL,Economy,2810
1990 W51,MEL-OOL,Economy,4287
1990 W52,MEL-OOL,Economy,3964
1991 W01,MEL-OOL,Economy,4353
1991 W02,MEL-OOL,Economy,3690
1991 W03,MEL-OOL,Economy,2954
1991 W04,MEL-OOL,Economy,2489
1991 W05,MEL-OOL,Economy,1679
1991 W06,MEL-OOL,Economy,1645
1991 W07,MEL-OOL,Economy,1482
1991 W08,MEL-OOL,Economy,1371
1991 W09,MEL-OOL,Economy,1558
1991 W10,MEL-OOL,Economy,1469
1991 W11,MEL-OOL,Economy,1226
1991 W12,MEL-OOL,Economy,2286
1991 W13,MEL-OOL,Economy,2004
1991 W14,MEL-OOL,Economy,1894
1991 W15,MEL-OOL,Economy,1819
1991 W16,MEL-OOL,Economy,1984
1991 W17,MEL-OOL,Economy,1645
1991 W18,MEL-OOL,Economy,1507
1991 W19,MEL-OOL,Economy,1449
1991 W20,MEL-OOL,Economy,1343
1991 W21,MEL-OOL,Economy,1262
1991 W22,MEL-OOL,Economy,1706
1991 W23,MEL-OOL,Economy,1655
1991 W24,MEL-OOL,Economy,1538
1991 W25,MEL-OOL,Economy,1641
1991 W26,MEL-OOL,Economy,2448
1991 W27,MEL-OOL,Economy,2463
1991 W28,MEL-OOL,Economy,2718
1991 W29,MEL-OOL,Economy,2119
1991 W30,MEL-OOL,Economy,1911
1991 W31,MEL-OOL,Economy,1745
1991 W32,MEL-OOL,Economy,1929
1991 W33,MEL-OOL,Economy,2215
1991 W34,MEL-OOL,Economy,2249
1991 W35,MEL-OOL,Economy,2483
1991 W36,MEL-OOL,Economy,2359
1991 W37,MEL-OOL,Economy,3352
1991 W38,MEL-OOL,Economy,3243
1991 W39,MEL-OOL,Economy,3374
1991 W40,MEL-OOL,Economy,2446
1991 W41,MEL-OOL,Economy,2344
1991 W42,MEL-OOL,Economy,2231
1991 W43,MEL-OOL,Economy,2242
1991 W44,MEL-OOL,Economy,2124
1991 W45,MEL-OOL,Economy,2269
1991 W46,MEL-OOL,Economy,2137
1991 W47,MEL-OOL,Economy,2238
1991 W48,MEL-OOL,Economy,2284
1991 W49,MEL-OOL,Economy,2159
1991 W50,MEL-OOL,Economy,2742
1991 W51,MEL-OOL,Economy,4850
1991 W52,MEL-OOL,Economy,4520
1992 W01,MEL-OOL,Economy,4570
1992 W02,MEL-OOL,Economy,4407
1992 W03,MEL-OOL,Economy,2611
1992 W04,MEL-OOL,Economy,2191
1992 W05,MEL-OOL,Economy,1850
1992 W06,MEL-OOL,Economy,1878
1992 W07,MEL-OOL,Economy,1836
1992 W08,MEL-OOL,Economy,1593
1992 W09,MEL-OOL,Economy,1587
1992 W10,MEL-OOL,Economy,1826
1992 W11,MEL-OOL,Economy,1463
1992 W12,MEL-OOL,Economy,1962
1992 W13,MEL-OOL,Economy,1444
1992 W14,MEL-OOL,Economy,1856
1992 W15,MEL-OOL,Economy,2053
1992 W16,MEL-OOL,Economy,2300
1992 W17,MEL-OOL,Economy,1531
1992 W18,MEL-OOL,Economy,1567
1992 W19,MEL-OOL,Economy,1363
1992 W20,MEL-OOL,Economy,1367
1992 W21,MEL-OOL,Economy,1548
1992 W22,MEL-OOL,Economy,1822
1992 W23,MEL-OOL,Economy,1657
1992 W24,MEL-OOL,Economy,1412
1992 W25,MEL-OOL,Economy,2088
1992 W26,MEL-OOL,Economy,1838
1992 W27,MEL-OOL,Economy,1791
1992 W28,MEL-OOL,Economy,2276
1992 W29,MEL-OOL,Economy,1970
1992 W30,MEL-OOL,Economy,1643
1992 W31,MEL-OOL,Economy,1845
1992 W32,MEL-OOL,Economy,1730
1992 W33,MEL-OOL,Economy,1713
1992 W34,MEL-OOL,Economy,1819
1992 W35,MEL-OOL,Economy,1685
1992 W36,MEL-OOL,Economy,1829
1992 W37,MEL-OOL,Economy,2211
1992 W38,MEL-OOL,Economy,1693
1992 W39,MEL-OOL,Economy,1684
1992 W40,MEL-OOL,Economy,2039
1992 W41,MEL-OOL,Economy,1598
1992 W42,MEL-OOL,Economy,2199
1992 W43,MEL-OOL,Economy,1662
1992 W44,MEL-OOL,Economy,1681
1992 W45,MEL-OOL,Economy,1759
1992 W46,MEL-OOL,Economy,1592
1992 W47,MEL-OOL,Economy,1701
1987 W26,MEL-OOL,First,76
1987 W27,MEL-OOL,First,65
1987 W28,MEL-OOL,First,53
1987 W29,MEL-OOL,First,82
1987 W30,MEL-OOL,First,62
1987 W31,MEL-OOL,First,88
1987 W32,MEL-OOL,First,62
1987 W33,MEL-OOL,First,101
1987 W34,MEL-OOL,First,67
1987 W35,MEL-OOL,First,58
1987 W36,MEL-OOL,First,106
1987 W37,MEL-OOL,First,107
1987 W39,MEL-OOL,First,112
1987 W40,MEL-OOL,First,97
1987 W41,MEL-OOL,First,103
1987 W42,MEL-OOL,First,101
1987 W43,MEL-OOL,First,79
1987 W44,MEL-OOL,First,91
1987 W45,MEL-OOL,First,68
1987 W46,MEL-OOL,First,64
1987 W47,MEL-OOL,First,54
1987 W48,MEL-OOL,First,84
1987 W49,MEL-OOL,First,44
1987 W50,MEL-OOL,First,36
1987 W51,MEL-OOL,First,54
1987 W52,MEL-OOL,First,52
1987 W53,MEL-OOL,First,71
1988 W01,MEL-OOL,First,80
1988 W02,MEL-OOL,First,78
1988 W03,MEL-OOL,First,79
1988 W04,MEL-OOL,First,48
1988 W05,MEL-OOL,First,52
1988 W06,MEL-OOL,First,48
1988 W07,MEL-OOL,First,67
1988 W08,MEL-OOL,First,35
1988 W09,MEL-OOL,First,59
1988 W10,MEL-OOL,First,43
1988 W11,MEL-OOL,First,44
1988 W12,MEL-OOL,First,89
1988 W13,MEL-OOL,First,88
1988 W14,MEL-OOL,First,63
1988 W15,MEL-OOL,First,38
1988 W16,MEL-OOL,First,94
1988 W17,MEL-OOL,First,57
1988 W18,MEL-OOL,First,55
1988 W19,MEL-OOL,First,84
1988 W20,MEL-OOL,First,84
1988 W21,MEL-OOL,First,47
1988 W22,MEL-OOL,First,64
1988 W23,MEL-OOL,First,36
1988 W24,MEL-OOL,First,101
1988 W25,MEL-OOL,First,51
1988 W26,MEL-OOL,First,74
1988 W27,MEL-OOL,First,110
1988 W28,MEL-OOL,First,60
1988 W29,MEL-OOL,First,61
1988 W30,MEL-OOL,First,65
1988 W31,MEL-OOL,First,67
1988 W32,MEL-OOL,First,110
1988 W33,MEL-OOL,First,90
1988 W34,MEL-OOL,First,63
1988 W35,MEL-OOL,First,132
1988 W36,MEL-OOL,First,111
1988 W37,MEL-OOL,First,133
1988 W38,MEL-OOL,First,134
1988 W39,MEL-OOL,First,92
1988 W40,MEL-OOL,First,54
1988 W41,MEL-OOL,First,74
1988 W42,MEL-OOL,First,67
1988 W43,MEL-OOL,First,87
1988 W44,MEL-OOL,First,60
1988 W45,MEL-OOL,First,90
1988 W46,MEL-OOL,First,87
1988 W47,MEL-OOL,First,45
1988 W48,MEL-OOL,First,57
1988 W49,MEL-OOL,First,64
1988 W50,MEL-OOL,First,93
1988 W51,MEL-OOL,First,73
1988 W52,MEL-OOL,First,108
1989 W01,MEL-OOL,First,122
1989 W02,MEL-OOL,First,137
1989 W03,MEL-OOL,First,51
1989 W04,MEL-OOL,First,53
1989 W05,MEL-OOL,First,50
1989 W06,MEL-OOL,First,45
1989 W07,MEL-OOL,First,63
1989 W08,MEL-OOL,First,46
1989 W09,MEL-OOL,First,50
1989 W10,MEL-OOL,First,87
1989 W11,MEL-OOL,First,122
1989 W12,MEL-OOL,First,101
1989 W13,MEL-OOL,First,75
1989 W14,MEL-OOL,First,71
1989 W15,MEL-OOL,First,54
1989 W16,MEL-OOL,First,35
1989 W17,MEL-OOL,First,48
1989 W18,MEL-OOL,First,33
1989 W19,MEL-OOL,First,28
1989 W20,MEL-OOL,First,44
1989 W21,MEL-OOL,First,40
1989 W22,MEL-OOL,First,64
1989 W23,MEL-OOL,First,64
1989 W24,MEL-OOL,First,79
1989 W25,MEL-OOL,First,71
1989 W26,MEL-OOL,First,89
1989 W27,MEL-OOL,First,87
1989 W28,MEL-OOL,First,58
1989 W29,MEL-OOL,First,58
1989 W30,MEL-OOL,First,52
1989 W31,MEL-OOL,First,36
1989 W32,MEL-OOL,First,73
1989 W33,MEL-OOL,First,31
1989 W34,MEL-OOL,First,0
1989 W35,MEL-OOL,First,0
1989 W36,MEL-OOL,First,0
1989 W37,MEL-OOL,First,0
1989 W38,MEL-OOL,First,0
1989 W39,MEL-OOL,First,0
1989 W40,MEL-OOL,First,0
1989 W41,MEL-OOL,First,0
1989 W42,MEL-OOL,First,0
1989 W43,MEL-OOL,First,0
1989 W44,MEL-OOL,First,0
1989 W45,MEL-OOL,First,0
1989 W46,MEL-OOL,First,0
1989 W47,MEL-OOL,First,0
1989 W48,MEL-OOL,First,0
1989 W49,MEL-OOL,First,6
1989 W50,MEL-OOL,First,10
1989 W51,MEL-OOL,First,18
1989 W52,MEL-OOL,First,5
1990 W01,MEL-OOL,First,28
1990 W02,MEL-OOL,First,14
1990 W03,MEL-OOL,First,23
1990 W04,MEL-OOL,First,13
1990 W05,MEL-OOL,First,3
1990 W06,MEL-OOL,First,21
1990 W07,MEL-OOL,First,18
1990 W08,MEL-OOL,First,16
1990 W09,MEL-OOL,First,43
1990 W10,MEL-OOL,First,56
1990 W11,MEL-OOL,First,36
1990 W12,MEL-OOL,First,23
1990 W13,MEL-OOL,First,34
1990 W14,MEL-OOL,First,59
1990 W15,MEL-OOL,First,73
1990 W16,MEL-OOL,First,68
1990 W17,MEL-OOL,First,67
1990 W18,MEL-OOL,First,42
1990 W19,MEL-OOL,First,42
1990 W20,MEL-OOL,First,27
1990 W21,MEL-OOL,First,61
1990 W22,MEL-OOL,First,59
1990 W23,MEL-OOL,First,66
1990 W24,MEL-OOL,First,43
1990 W25,MEL-OOL,First,33
1990 W26,MEL-OOL,First,59
1990 W27,MEL-OOL,First,36
1990 W28,MEL-OOL,First,83
1990 W29,MEL-OOL,First,58
1990 W30,MEL-OOL,First,29
1990 W31,MEL-OOL,First,58
1990 W32,MEL-OOL,First,46
1990 W33,MEL-OOL,First,27
1990 W34,MEL-OOL,First,56
1990 W35,MEL-OOL,First,38
1990 W36,MEL-OOL,First,30
1990 W37,MEL-OOL,First,19
1990 W38,MEL-OOL,First,41
1990 W39,MEL-OOL,First,39
1990 W40,MEL-OOL,First,37
1990 W41,MEL-OOL,First,20
1990 W42,MEL-OOL,First,61
1990 W43,MEL-OOL,First,29
1990 W44,MEL-OOL,First,27
1990 W45,MEL-OOL,First,32
1990 W46,MEL-OOL,First,43
1990 W47,MEL-OOL,First,23
1990 W48,MEL-OOL,First,22
1990 W49,MEL-OOL,First,24
1990 W50,MEL-OOL,First,38
1990 W51,MEL-OOL,First,52
1990 W52,MEL-OOL,First,37
1991 W01,MEL-OOL,First,41
1991 W02,MEL-OOL,First,49
1991 W03,MEL-OOL,First,81
1991 W04,MEL-OOL,First,50
1991 W05,MEL-OOL,First,19
1991 W06,MEL-OOL,First,39
1991 W07,MEL-OOL,First,19
1991 W08,MEL-OOL,First,17
1991 W09,MEL-OOL,First,14
1991 W10,MEL-OOL,First,37
1991 W11,MEL-OOL,First,17
1991 W12,MEL-OOL,First,50
1991 W13,MEL-OOL,First,41
1991 W14,MEL-OOL,First,29
1991 W15,MEL-OOL,First,55
1991 W16,MEL-OOL,First,32
1991 W17,MEL-OOL,First,24
1991 W18,MEL-OOL,First,32
1991 W19,MEL-OOL,First,13
1991 W20,MEL-OOL,First,21
1991 W21,MEL-OOL,First,13
1991 W22,MEL-OOL,First,21
1991 W23,MEL-OOL,First,13
1991 W24,MEL-OOL,First,16
1991 W25,MEL-OOL,First,28
1991 W26,MEL-OOL,First,37
1991 W27,MEL-OOL,First,33
1991 W28,MEL-OOL,First,44
1991 W29,MEL-OOL,First,31
1991 W30,MEL-OOL,First,15
1991 W31,MEL-OOL,First,37
1991 W32,MEL-OOL,First,47
1991 W33,MEL-OOL,First,29
1991 W34,MEL-OOL,First,16
1991 W35,MEL-OOL,First,12
1991 W36,MEL-OOL,First,32
1991 W37,MEL-OOL,First,37
1991 W38,MEL-OOL,First,32
1991 W39,MEL-OOL,First,19
1991 W40,MEL-OOL,First,15
1991 W41,MEL-OOL,First,22
1991 W42,MEL-OOL,First,20
1991 W43,MEL-OOL,First,64
1991 W44,MEL-OOL,First,23
1991 W45,MEL-OOL,First,13
1991 W46,MEL-OOL,First,9
1991 W47,MEL-OOL,First,7
1991 W48,MEL-OOL,First,16
1991 W49,MEL-OOL,First,15
1991 W50,MEL-OOL,First,15
1991 W51,MEL-OOL,First,27
1991 W52,MEL-OOL,First,68
1992 W01,MEL-OOL,First,42
1992 W02,MEL-OOL,First,28
1992 W03,MEL-OOL,First,27
1992 W04,MEL-OOL,First,15
1992 W05,MEL-OOL,First,72
1992 W06,MEL-OOL,First,78
1992 W07,MEL-OOL,First,88
1992 W08,MEL-OOL,First,65
1992 W09,MEL-OOL,First,93
1992 W10,MEL-OOL,First,121
1992 W11,MEL-OOL,First,28
1992 W12,MEL-OOL,First,69
1992 W13,MEL-OOL,First,43
1992 W14,MEL-OOL,First,65
1992 W15,MEL-OOL,First,84
1992 W16,MEL-OOL,First,125
1992 W17,MEL-OOL,First,54
1992 W18,MEL-OOL,First,66
1992 W19,MEL-OOL,First,73
1992 W20,MEL-OOL,First,93
1992 W21,MEL-OOL,First,92
1992 W22,MEL-OOL,First,120
1992 W23,MEL-OOL,First,83
1992 W24,MEL-OOL,First,44
1992 W25,MEL-OOL,First,52
1992 W26,MEL-OOL,First,59
1992 W27,MEL-OOL,First,59
1992 W28,MEL-OOL,First,46
1992 W29,MEL-OOL,First,52
1992 W30,MEL-OOL,First,42
1992 W31,MEL-OOL,First,45
1992 W32,MEL-OOL,First,47
1992 W33,MEL-OOL,First,48
1992 W34,MEL-OOL,First,78
1992 W35,MEL-OOL,First,44
1992 W36,MEL-OOL,First,45
1992 W37,MEL-OOL,First,59
1992 W38,MEL-OOL,First,53
1992 W39,MEL-OOL,First,61
1992 W40,MEL-OOL,First,53
1992 W41,MEL-OOL,First,70
1992 W42,MEL-OOL,First,72
1992 W43,MEL-OOL,First,36
1992 W44,MEL-OOL,First,64
1992 W45,MEL-OOL,First,37
1992 W46,MEL-OOL,First,39
1992 W47,MEL-OOL,First,54
1989 W28,MEL-PER,Business,262
1989 W29,MEL-PER,Business,427
1989 W30,MEL-PER,Business,339
1989 W31,MEL-PER,Business,396
1989 W32,MEL-PER,Business,336
1989 W33,MEL-PER,Business,235
1989 W34,MEL-PER,Business,0
1989 W35,MEL-PER,Business,0
1989 W36,MEL-PER,Business,0
1989 W37,MEL-PER,Business,0
1989 W38,MEL-PER,Business,0
1989 W39,MEL-PER,Business,0
1989 W40,MEL-PER,Business,0
1989 W41,MEL-PER,Business,0
1989 W42,MEL-PER,Business,0
1989 W43,MEL-PER,Business,222
1989 W44,MEL-PER,Business,41
1989 W45,MEL-PER,Business,0
1989 W46,MEL-PER,Business,0
1989 W47,MEL-PER,Business,0
1989 W48,MEL-PER,Business,25
1989 W49,MEL-PER,Business,12
1989 W50,MEL-PER,Business,14
1989 W51,MEL-PER,Business,0
1989 W52,MEL-PER,Business,19
1990 W01,MEL-PER,Business,38
1990 W02,MEL-PER,Business,105
1990 W03,MEL-PER,Business,209
1990 W04,MEL-PER,Business,338
1990 W05,MEL-PER,Business,400
1990 W06,MEL-PER,Business,366
1990 W07,MEL-PER,Business,369
1990 W08,MEL-PER,Business,347
1990 W09,MEL-PER,Business,324
1990 W10,MEL-PER,Business,379
1990 W11,MEL-PER,Business,404
1990 W12,MEL-PER,Business,445
1990 W13,MEL-PER,Business,386
1990 W14,MEL-PER,Business,310
1990 W15,MEL-PER,Business,249
1990 W16,MEL-PER,Business,347
1990 W17,MEL-PER,Business,437
1990 W18,MEL-PER,Business,407
1990 W19,MEL-PER,Business,372
1990 W20,MEL-PER,Business,442
1990 W21,MEL-PER,Business,412
1990 W22,MEL-PER,Business,325
1990 W23,MEL-PER,Business,346
1990 W24,MEL-PER,Business,382
1990 W25,MEL-PER,Business,380
1990 W26,MEL-PER,Business,367
